======================================================================
  DAFTAR DRAMA - KOREAN
  Total: 632 drama
======================================================================

No.    ID       Judul                                               Episode
547    4566     독심 아기와 엄마의 역전 스토리                                     64 eps
548    4572     전남편VS세 명의 약혼자                                         82 eps
549    4573     70년대에 환생한 아내                                         100 eps
550    4587     너에게 달려갈 때                                             60 eps
551    4595     오늘도 미치개                                               55 eps
552    4616       '신'의 손에 이끌린 비극                                      53 eps
553    4631     냉장고에 갇힌 아이                                            56 eps
554    4635     아내의 위험한 게임                                           100 eps
555    4640     운명의 장난                                                80 eps
556    4641     친오빠와 결혼이라니                                            91 eps
557    4652     데릴사위가 사령관님이에요!?                                       75 eps
558    4662     하늘에서 떨어진  비단잉어                                        79 eps
559    4681     위험한 여자                                                73 eps
560    4686     아가씨를 건드리지 마세요                                         75 eps
561    4687     식물인간과 결혼합니다                                           97 eps
562    4701     엄마의 복수                                                85 eps
563    4706     가짜 재벌녀의 인생 교환 게임                                      58 eps
564    4727     똥차 타는 대표님 내 남편                                        70 eps
565    4729     평행 세계                                                 59 eps
566    4738     신데렐라는 그녀                                              89 eps
567    4742     서대표의 치밀한 사랑                                           99 eps
568    4747     너의 목소리가 들려                                            81 eps
569    4758     남편 길들이기3：여장군의 사랑법                                     77 eps
570    4773     속마음 읽는 자 vs 속마음 바꾸는 자                                 55 eps
571    4802     빈털터리 청년의 반전                                          100 eps
572    4806     심야의 버스: 지연된 심판                                        63 eps
573    4810     재벌가 여우 사모님                                            88 eps
574    4822     예비제수 참교육시키기                                           30 eps
575    4823     사장님과의 하룻밤                                             98 eps
576    4829     불 속에서 돌아온 엄마                                          62 eps
577    4864     신황                                                    80 eps
578    4866     원나잇 그놈과 계약 결혼                                         99 eps
579    4875     나는 가수다: 추녀의 역습                                        30 eps
580    4882     All-in! 모든 걸 되찾기 위한 한 판                               60 eps
581    4902     밀키트 판다고? 너 인간이냐?                                      69 eps
582    4905     재벌 부부의 서민생활 체험기                                       86 eps
583    4914     잃어버린 반지의 주인                                           85 eps
584    4935     이상한 세계의 사랑                                            66 eps
585    4936     사랑은 예고 없이                                             70 eps
586    4950     결혼식 날, 나는 상속인이 되었다                                    53 eps
587    4969     20년 만에 되찾은 누나                                         60 eps
588    4971     파이터: 운명을 바꾼 복싱글러브                                     75 eps
589    4977     뒤늦게 깨달은 진심                                            64 eps
590    4984     가족이라는 이름의 지옥                                          61 eps
591    5005     가족이라는 이름의 살인                                          61 eps
592    5011     통증 전이 수술의 비밀                                          60 eps
593    5025     여동생이 약혼자와 바람났다                                        62 eps
594    5028     분홍빛 나리                                                70 eps
595    5040     여왕님의 분노                                               60 eps
596    5053     잃어버린 꽃                                                65 eps
597    5058     사랑하면 안 되는 사이                                          80 eps
598    5077     다시 찾은 행복                                              75 eps
599    5093     대표님의 수상한 백단향                                          81 eps
600    5097     아저씨 로맨스                                              120 eps
601    5106     이 죽을 놈의 운명                                            78 eps
602    5120     네 소원은 모두 대가를 따른다                                      56 eps
603    5130     우리는 첫사랑                                               73 eps
604    5145     회장님을 먹여 살리는 법                                         95 eps
605    5148     여자라고 깔보지 마!                                           82 eps
606    5151     80년대 비만 아내의 인생 역전                                     85 eps
607    5166     내 아내는 보스                                              95 eps
608    5178     이혼하고 나니, 오빠 셋이 나만 바라봐                                 81 eps
609    5180     짝사랑이 사랑이 되기까지                                         71 eps
610    5183     이번 생에 신원혁을 얻는다면                                       53 eps
611    5200     엇갈린 사랑                                                78 eps
612    5207     얼음공주는 내 랜선 여친?                                       101 eps
613    5228     바보 아내의 진짜 정체                                          63 eps
614    5237     건드리지 마, 난 네 할매야!                                      70 eps
615    5250     신보다 점술가: 내 몸의 조각을 되찾다                                 60 eps
616    5254     친구야, 미안해                                              60 eps
617    5255     나는 복덩이                                                70 eps
618    5270     누나를 사랑한 지 오래입니다                                       77 eps
619    5302     너는 나, 나는 너                                            80 eps
620    5306     전처만 사랑해                                               72 eps
621    5314     넌 장원에 올랐지만, 나는 중전이 되었다                                61 eps
622    5316     버림받은 중전, 차원 너머의 반격                                    73 eps
623    5331     자기애 남자와 집착 용녀의 오해 로맨스                                 80 eps
624    5343     바람난 전 남친 앞에서 나, 재벌과 결혼했다                              85 eps
625    5359     주의! 그 쌀 사지 마                                          80 eps
626    5360     권력의 계단                                                65 eps
627    5373     칼과 꽃: 구룡회를 되살리다                                       81 eps
628    5386     공부·싸움·연애 올킬! 빙의한 순간 인생 역전                             85 eps
629    5390     달빛에 그대 마음을 담아                                         80 eps
630    5395     역주행의 대가                                               60 eps
631    5401     아이만 남기려 했는데, 아이 아버지가 진현군이었다                           61 eps
632    5427     나의 츤데레 대표님                                            12 eps

---------------------------------------------------------------------------
Total: 632 drama
